,Unnamed: 0,Tweet,casefold,Tweet_perbaikan,Tweet_filtered,Tweet_stem
44,2444,"['bagus', 'banget', 'cerita', 'romance', 'atlet', 'bulutangkis', 'jalan', 'hidup', 'suka', 'duka', 'juang', 'singkat', 'tonton', 'bikin', 'gin', 'masalah', 'ringan', 'sih', 'gak', 'larut', 'gak', 'bikin', 'bosen', 'must', 'watching']",bagus banget cerita romance atlet bulutangkis jalan hidup suka duka juang singkat tonton bikin gin masalah ringan sih gak larut gak bikin bosen must watching,"['bagus', 'banget', 'cerita', 'romance', 'atlet', 'bulutangkis', 'jalan', 'hidup', 'suka', 'duka', 'juang', 'singkat', 'tonton', 'membuat', 'begini', 'masalah', 'ringan', 'sih', 'tidak', 'larut', 'tidak', 'membuat', 'bosan', 'must', 'watching']","['bagus', 'banget', 'cerita', 'romance', 'atlet', 'bulutangkis', 'jalan', 'hidup', 'suka', 'duka', 'juang', 'singkat', 'tonton', 'membuat', 'begini', 'masalah', 'ringan', 'sih', 'tidak', 'larut', 'tidak', 'membuat', 'bosan', 'must', 'watching']","['bagus', 'banget', 'cerita', 'romance', 'atlet', 'bulutangkis', 'jalan', 'hidup', 'suka', 'duka', 'juang', 'singkat', 'tonton', 'buat', 'begini', 'masalah', 'ringan', 'sih', 'tidak', 'larut', 'tidak', 'buat', 'bosan', 'must', 'watching']"
45,2406,"['baju', 'badminton', 'l', 'atas', 'bulutangkis', 'dewasa', 'timnas', 'indonesia', 'olympiade', 'tokyo', 'potong', 'rp', 'rp', 'dapat', 'shopee']",baju badminton l atas bulutangkis dewasa timnas indonesia olympiade tokyo potong rp rp dapat shopee,"['baju', 'badminton', 'l', 'atas', 'bulutangkis', 'dewasa', 'timnas', 'indonesia', 'olympiade', 'tokyo', 'potong', 'rupiah', 'rupiah', 'dapat', 'shopee']","['baju', 'badminton', 'l', 'atas', 'bulutangkis', 'dewasa', 'timnas', 'indonesia', 'olympiade', 'tokyo', 'potong', 'rupiah', 'rupiah', 'shopee']","['baju', 'badminton', 'l', 'atas', 'bulutangkis', 'dewasa', 'timnas', 'indonesia', 'olympiade', 'tokyo', 'potong', 'rupiah', 'rupiah', 'shopee']"
46,868,"['banget', 'tonton', 'bulutangkis', 'pmpl', 'sea', 'msc', 'unipin', 'final', 'hari', 'timnas', 'bola']",banget tonton bulutangkis pmpl sea msc unipin final hari timnas bola,"['banget', 'tonton', 'bulutangkis', 'pmpl', 'sea', 'msc', 'unipin', 'final', 'hari', 'timnas', 'bola']","['banget', 'tonton', 'bulutangkis', 'pmpl', 'sea', 'msc', 'unipin', 'final', 'hari', 'timnas', 'bola']","['banget', 'tonton', 'bulutangkis', 'pmpl', 'sea', 'msc', 'unipin', 'final', 'hari', 'timnas', 'bola']"
47,1330,"['banyak', 'bokapbokap', 'jago', 'bgt', 'main', 'bulutangkis', 'pingpong']",banyak bokapbokap jago bgt main bulutangkis pingpong,"['banyak', 'bokapbokap', 'ahli', 'banget', 'main', 'bulutangkis', 'pingpong']","['banyak', 'bokapbokap', 'ahli', 'banget', 'main', 'bulutangkis', 'pingpong']","['banyak', 'bokapbokap', 'ahli', 'banget', 'main', 'bulutangkis', 'pingpong']"
48,852,"['bekas', 'peeps', 'ajak', 'gue', 'olahraga', 'rutin', 'sabtu', 'yg', 'capek', 'bulutangkis', 'tenis', 'gt', 'ok']",bekas peeps ajak gue olahraga rutin sabtu yg capek bulutangkis tenis gt ok,"['bekas', 'peeps', 'ajak', 'saya', 'olahraga', 'rutin', 'sabtu', 'yang', 'capek', 'bulutangkis', 'tenis', 'begitu', 'ok']","['bekas', 'peeps', 'ajak', 'olahraga', 'rutin', 'sabtu', 'capek', 'bulutangkis', 'tenis', 'begitu', 'ok']","['bekas', 'peeps', 'ajak', 'olahraga', 'rutin', 'sabtu', 'capek', 'bulutangkis', 'tenis', 'begitu', 'ok']"
49,815,"['beli', 'martabak', 'temen', 'ngopi', 'nonton', 'bulutangkis']",beli martabak temen ngopi nonton bulutangkis,"['beli', 'martabak', 'teman', 'ngopi', 'nonton', 'bulutangkis']","['beli', 'martabak', 'teman', 'ngopi', 'nonton', 'bulutangkis']","['beli', 'martabak', 'teman', 'ngopi', 'nonton', 'bulutangkis']"
50,1244,"['berkat', 'agung', 'firman', 'sampurna', 'beliau', 'bulutangkis', 'indonesia', 'apa']",berkat agung firman sampurna beliau bulutangkis indonesia apa,"['berkat', 'agung', 'firman', 'sampurna', 'beliau', 'bulutangkis', 'indonesia', 'apa']","['berkat', 'agung', 'firman', 'sampurna', 'bulutangkis', 'indonesia', 'apa']","['berkat', 'agung', 'firman', 'sampurna', 'bulutangkis', 'indonesia', 'apa']"
51,895,"['besok', 'prancis', 'juara', 'si', 'naek', 'banget', 'rapi', 'asia', 'mulu', 'eropa', 'biar', 'hitung', 'olahraga', 'bulutangkis', 'negara', 'eropa']",besok prancis juara si naek banget rapi asia mulu eropa biar hitung olahraga bulutangkis negara eropa,"['besok', 'prancis', 'juara', 'sih', 'naek', 'banget', 'rapi', 'asia', 'mulu', 'eropa', 'biar', 'hitung', 'olahraga', 'bulutangkis', 'negara', 'eropa']","['besok', 'prancis', 'juara', 'sih', 'naek', 'banget', 'rapi', 'asia', 'mulu', 'eropa', 'biar', 'hitung', 'olahraga', 'bulutangkis', 'negara', 'eropa']","['besok', 'prancis', 'juara', 'sih', 'naek', 'banget', 'rapi', 'asia', 'mulu', 'eropa', 'biar', 'hitung', 'olahraga', 'bulutangkis', 'negara', 'eropa']"
52,938,"['biasnaya', 'kock', 'bulutangkis', 'pas', 'ngambilnya', 'suka', 'kena', 'marah', 'yg', 'rumah']",biasnaya kock bulutangkis pas ngambilnya suka kena marah yg rumah,"['biasnaya', 'kock', 'bulutangkis', 'cocok', 'ngambilnya', 'suka', 'kena', 'marah', 'yang', 'rumah']","['biasnaya', 'kock', 'bulutangkis', 'cocok', 'ngambilnya', 'suka', 'kena', 'marah', 'rumah']","['biasnaya', 'kock', 'bulutangkis', 'cocok', 'ngambilnya', 'suka', 'kena', 'marah', 'rumah']"
53,2225,"['bikin', 'atur', 'seleksi', 'masuk', 'akal', 'asosiasi', 'bulutangkis', 'china', 'tuai', 'kritik', 'pedas']",bikin atur seleksi masuk akal asosiasi bulutangkis china tuai kritik pedas,"['membuat', 'atur', 'seleksi', 'masuk', 'akal', 'asosiasi', 'bulutangkis', 'china', 'tuai', 'kritik', 'pedas']","['membuat', 'atur', 'seleksi', 'masuk', 'akal', 'asosiasi', 'bulutangkis', 'china', 'tuai', 'kritik', 'pedas']","['buat', 'atur', 'seleksi', 'masuk', 'akal', 'asosiasi', 'bulutangkis', 'china', 'tuai', 'kritik', 'pedas']"
54,714,"['bikin', 'males', 'nonton', 'bulutangkis', 'tivi', 'nasional', 'dengerin', 'komentator', 'diomongin', 'gak', 'kedengeran', 'atlet', 'stop', 'komen', 'ngasih', 'saran', 'gak', 'sih', 'kayak', 'oma', 'gill', 'aja', 'gak', 'tolong', 'disiarin', 'tv', 'bayar', 'indonesiamasters']",bikin males nonton bulutangkis tivi nasional dengerin komentator diomongin gak kedengeran atlet stop komen ngasih saran gak sih kayak oma gill aja gak tolong disiarin tv bayar indonesiamasters,"['membuat', 'malas ', 'nonton', 'bulutangkis', 'tivi', 'nasional', 'dengerin', 'komentator', 'diomongin', 'tidak', 'kedengeran', 'atlet', 'stop', 'komen', 'memberi', 'saran', 'tidak', 'sih', 'kayak', 'oma', 'gill', 'saja', 'tidak', 'tolong', 'disiarin', 'tv', 'bayar', 'indonesiamasters']","['membuat', 'malas ', 'nonton', 'bulutangkis', 'tivi', 'nasional', 'dengerin', 'komentator', 'diomongin', 'tidak', 'kedengeran', 'atlet', 'stop', 'komen', 'memberi', 'saran', 'tidak', 'sih', 'kayak', 'oma', 'gill', 'saja', 'tidak', 'tolong', 'disiarin', 'tv', 'bayar', 'indonesiamasters']","['buat', 'malas', 'nonton', 'bulutangkis', 'tivi', 'nasional', 'dengerin', 'komentator', 'diomongin', 'tidak', 'kedengeran', 'atlet', 'stop', 'komen', 'beri', 'saran', 'tidak', 'sih', 'kayak', 'oma', 'gill', 'saja', 'tidak', 'tolong', 'disiarin', 'tv', 'bayar', 'indonesiamasters']"
55,1283,"['bilang', 'main', 'bulutangkis', 'main', 'bola', 'coach']",bilang main bulutangkis main bola coach,"['bilang', 'main', 'bulutangkis', 'main', 'bola', 'coach']","['bilang', 'main', 'bulutangkis', 'main', 'bola', 'coach']","['bilang', 'main', 'bulutangkis', 'main', 'bola', 'coach']"
56,939,"['bingung', 'nonton', 'bulutangkis', 'msc']",bingung nonton bulutangkis msc,"['bingung', 'nonton', 'bulutangkis', 'msc']","['bingung', 'nonton', 'bulutangkis', 'msc']","['bingung', 'nonton', 'bulutangkis', 'msc']"
57,2273,"['bl', 'bulutangkis']",bl bulutangkis,"['bl', 'bulutangkis']","['bl', 'bulutangkis']","['bl', 'bulutangkis']"
58,3,"['bl', 'indonesia', 'jalan', 'sejarah', 'bulutangkis', 'indonesia', 'bangga']",bl indonesia jalan sejarah bulutangkis indonesia bangga,"['bl', 'indonesia', 'jalan', 'sejarah', 'bulutangkis', 'indonesia', 'bangga']","['bl', 'indonesia', 'jalan', 'sejarah', 'bulutangkis', 'indonesia', 'bangga']","['bl', 'indonesia', 'jalan', 'sejarah', 'bulutangkis', 'indonesia', 'bangga']"
59,302,"['bl', 'indonesia', 'jalan', 'sejarah', 'bulutangkis', 'indonesia', 'bangga', 'atlet', 'thank', 'u', 'kak', 'ge', 'bl', 'indoenesia', 'terimakasihgreysiapolii']",bl indonesia jalan sejarah bulutangkis indonesia bangga atlet thank u kak ge bl indoenesia terimakasihgreysiapolii,"['bl', 'indonesia', 'jalan', 'sejarah', 'bulutangkis', 'indonesia', 'bangga', 'atlet', 'thank', 'u', 'kak', 'ge', 'bl', 'indoenesia', 'terimakasihgreysiapolii']","['bl', 'indonesia', 'jalan', 'sejarah', 'bulutangkis', 'indonesia', 'bangga', 'atlet', 'thank', 'u', 'kak', 'ge', 'bl', 'indoenesia', 'terimakasihgreysiapolii']","['bl', 'indonesia', 'jalan', 'sejarah', 'bulutangkis', 'indonesia', 'bangga', 'atlet', 'thank', 'u', 'kak', 'ge', 'bl', 'indoenesia', 'terimakasihgreysiapolii']"
60,2300,"['bnr', 'emang', 'nonton', 'bulutangkis', 'prestasi', 'numero', 'uno', 'wkwk']",bnr emang nonton bulutangkis prestasi numero uno wkwk,"['bnr', 'memang', 'nonton', 'bulutangkis', 'prestasi', 'numero', 'uno', 'wkwk']","['bnr', 'memang', 'nonton', 'bulutangkis', 'prestasi', 'numero', 'uno', 'wkwk']","['bnr', 'memang', 'nonton', 'bulutangkis', 'prestasi', 'numero', 'uno', 'wkwk']"
61,936,"['bola', 'bulutangkis']",bola bulutangkis,"['bola', 'bulutangkis']","['bola', 'bulutangkis']","['bola', 'bulutangkis']"
62,905,"['bola', 'bulutangkis', 'main', 'kecantol', 'genteng']",bola bulutangkis main kecantol genteng,"['bola', 'bulutangkis', 'main', 'kecantol', 'genteng']","['bola', 'bulutangkis', 'main', 'kecantol', 'genteng']","['bola', 'bulutangkis', 'main', 'kecantol', 'genteng']"
63,654,"['breaking', 'news', 'ni', 'ketut', 'mahadewi', 'istirani', 'umum', 'pensiun', 'atlet', 'bulutangkis', 'profesional', 'terimakasih', 'sukses', 'mbok', 'ketut']",breaking news ni ketut mahadewi istirani umum pensiun atlet bulutangkis profesional terimakasih sukses mbok ketut,"['breaking', 'news', 'ini', 'ketut', 'mahadewi', 'istirani', 'umum', 'pensiun', 'atlet', 'bulutangkis', 'profesional', 'terimakasih', 'sukses', 'mbok', 'ketut']","['breaking', 'news', 'ketut', 'mahadewi', 'istirani', 'umum', 'pensiun', 'atlet', 'bulutangkis', 'profesional', 'terimakasih', 'sukses', 'mbok', 'ketut']","['breaking', 'news', 'ketut', 'mahadewi', 'istirani', 'umum', 'pensiun', 'atlet', 'bulutangkis', 'profesional', 'terimakasih', 'sukses', 'mbok', 'ketut']"
64,445,"['buka', 'tampil', 'raisa', 'acara', 'testimonial', 'day', 'gresyia', 'polii', 'resmi', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']",buka tampil raisa acara testimonial day gresyia polii resmi lengkapcepatberitanya olahraga sport bulutangkis netting badminton,"['buka', 'tampil', 'raisa', 'acara', 'testimonial', 'day', 'gresyia', 'polii', 'resmi', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['buka', 'tampil', 'raisa', 'acara', 'testimonial', 'day', 'gresyia', 'polii', 'resmi', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['buka', 'tampil', 'raisa', 'acara', 'testimonial', 'day', 'gresyia', 'polii', 'resmi', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']"
65,1188,"['bukanhanya', 'orang', 'beliau', 'ketua', 'pssiiwan', 'bule', 'beliau', 'tau', 'seluk', 'beluk', 'bulutangkis', 'tingkat', 'dunia', 'sepele']",bukanhanya orang beliau ketua pssiiwan bule beliau tau seluk beluk bulutangkis tingkat dunia sepele,"['bukanhanya', 'orang', 'beliau', 'ketua', 'pssiiwan', 'bule', 'beliau', 'tau', 'seluk', 'beluk', 'bulutangkis', 'tingkat', 'dunia', 'sepele']","['bukanhanya', 'ketua', 'pssiiwan', 'bule', 'tau', 'seluk', 'beluk', 'bulutangkis', 'tingkat', 'dunia', 'sepele']","['bukanhanya', 'ketua', 'pssiiwan', 'bule', 'tau', 'seluk', 'beluk', 'bulutangkis', 'tingkat', 'dunia', 'sepele']"
66,2485,"['buku', 'thomas', 'cup', 'beli', 'versi', 'digital']",buku thomas cup beli versi digital,"['buku', 'thomas', 'cup', 'beli', 'versi', 'digital']","['buku', 'thomas', 'cup', 'beli', 'versi', 'digital']","['buku', 'thomas', 'cup', 'beli', 'versi', 'digital']"
67,761,['bulutangkis'],bulutangkis,['bulutangkis'],['bulutangkis'],['bulutangkis']
68,2101,"['bulutangkis', 'bulu']",bulutangkis bulu,"['bulutangkis', 'bulu']","['bulutangkis', 'bulu']","['bulutangkis', 'bulu']"
69,2067,"['bulutangkis', 'fajar', 'rian', 'lolos', 'empat', 'final', 'tang', 'perang', 'saudara', 'lawan', 'junior', 'pramudya', 'kusumawardana', 'yeremia', 'rambitan', 'babak', 'indonesia', 'masters', 'kamis']",bulutangkis fajar rian lolos empat final tang perang saudara lawan junior pramudya kusumawardana yeremia rambitan babak indonesia masters kamis,"['bulutangkis', 'fajar', 'rian', 'lolos', 'empat', 'final', 'tang', 'perang', 'saudara', 'lawan', 'junior', 'pramudya', 'kusumawardana', 'yeremia', 'rambitan', 'babak', 'indonesia', 'masters', 'kamis']","['bulutangkis', 'fajar', 'rian', 'lolos', 'empat', 'final', 'tang', 'perang', 'saudara', 'lawan', 'junior', 'pramudya', 'kusumawardana', 'yeremia', 'rambitan', 'babak', 'indonesia', 'masters', 'kamis']","['bulutangkis', 'fajar', 'rian', 'lolos', 'empat', 'final', 'tang', 'perang', 'saudara', 'lawan', 'junior', 'pramudya', 'kusumawardana', 'yeremia', 'rambitan', 'babak', 'indonesia', 'masters', 'kamis']"
70,1990,"['bulutangkis', 'futsal', 'gak', 'ya', 'tgl', 'urun', 'sewa', 'lapang']",bulutangkis futsal gak ya tgl urun sewa lapang,"['bulutangkis', 'futsal', 'tidak', 'ya', 'tanggal', 'urun', 'sewa', 'lapang']","['bulutangkis', 'futsal', 'tidak', 'ya', 'tanggal', 'urun', 'sewa', 'lapang']","['bulutangkis', 'futsal', 'tidak', 'ya', 'tanggal', 'urun', 'sewa', 'lapang']"
71,1468,"['bulutangkis', 'gituu']",bulutangkis gituu,"['bulutangkis', 'gituu']","['bulutangkis', 'gituu']","['bulutangkis', 'gituu']"
72,1356,"['bulutangkis', 'indonesia', 'mendung', 'rombak', 'pbsi', 'sih', 'dr', 'penting', 'politik', 'indonesiamasters']",bulutangkis indonesia mendung rombak pbsi sih dr penting politik indonesiamasters,"['bulutangkis', 'indonesia', 'mendung', 'rombak', 'pbsi', 'sih', 'dari', 'penting', 'politik', 'indonesiamasters']","['bulutangkis', 'indonesia', 'mendung', 'rombak', 'pbsi', 'sih', 'penting', 'politik', 'indonesiamasters']","['bulutangkis', 'indonesia', 'mendung', 'rombak', 'pbsi', 'sih', 'penting', 'politik', 'indonesiamasters']"
73,2318,"['bulutangkis', 'indonesia', 'prestasi', 'federasi', 'nya', 'tum', 'apresiasi', 'atlet', 'latih', 'official', 'keras', 'raih', 'prestasi']",bulutangkis indonesia prestasi federasi nya tum apresiasi atlet latih official keras raih prestasi,"['bulutangkis', 'indonesia', 'prestasi', 'federasi', 'nya', 'tum', 'apresiasi', 'atlet', 'latih', 'official', 'keras', 'raih', 'prestasi']","['bulutangkis', 'indonesia', 'prestasi', 'federasi', 'tum', 'apresiasi', 'atlet', 'latih', 'official', 'keras', 'raih', 'prestasi']","['bulutangkis', 'indonesia', 'prestasi', 'federasi', 'tum', 'apresiasi', 'atlet', 'latih', 'official', 'keras', 'raih', 'prestasi']"
74,1147,"['bulutangkis', 'indonesia', 'rehat', 'main', 'cmn', 'ngandelin', 'minions', 'depan', 'prestasi', 'cmn', 'segitu', 'segitu', 'aja']",bulutangkis indonesia rehat main cmn ngandelin minions depan prestasi cmn segitu segitu aja,"['bulutangkis', 'indonesia', 'rehat', 'main', 'cuma', 'ngandelin', 'minions', 'depan', 'prestasi', 'cuma', 'segitu', 'segitu', 'saja']","['bulutangkis', 'indonesia', 'rehat', 'main', 'cuma', 'ngandelin', 'minions', 'depan', 'prestasi', 'cuma', 'segitu', 'segitu', 'saja']","['bulutangkis', 'indonesia', 'rehat', 'main', 'cuma', 'ngandelin', 'minions', 'depan', 'prestasi', 'cuma', 'segitu', 'segitu', 'saja']"
75,779,"['bulutangkis', 'kalo', 'gk', 'lirik', 'nang']",bulutangkis kalo gk lirik nang,"['bulutangkis', 'kalau', 'tidak', 'lirik', 'di']","['bulutangkis', 'tidak', 'lirik']","['bulutangkis', 'tidak', 'lirik']"
76,657,"['bulutangkis', 'kasti']",bulutangkis kasti,"['bulutangkis', 'kasti']","['bulutangkis', 'kasti']","['bulutangkis', 'kasti']"
77,2481,"['bulutangkis', 'main', 'indonesia', 'emang', 'ga', 'obat', 'tonton', 'full', 'dukung', 'full', 'eeeaaa', 'daihatsuindonesiamasters']",bulutangkis main indonesia emang ga obat tonton full dukung full eeeaaa daihatsuindonesiamasters,"['bulutangkis', 'main', 'indonesia', 'memang', 'tidak', 'obat', 'tonton', 'penuh', 'dukung', 'penuh', 'eeeaaa', 'daihatsuindonesiamasters']","['bulutangkis', 'main', 'indonesia', 'memang', 'tidak', 'obat', 'tonton', 'penuh', 'dukung', 'penuh', 'eeeaaa', 'daihatsuindonesiamasters']","['bulutangkis', 'main', 'indonesia', 'memang', 'tidak', 'obat', 'tonton', 'penuh', 'dukung', 'penuh', 'eeeaaa', 'daihatsuindonesiamasters']"
78,512,"['bulutangkis', 'racket', 'alat', 'bulutangkis']",bulutangkis racket alat bulutangkis,"['bulutangkis', 'racket', 'alat', 'bulutangkis']","['bulutangkis', 'racket', 'alat', 'bulutangkis']","['bulutangkis', 'racket', 'alat', 'bulutangkis']"
79,574,"['bulutangkis', 'si', 'bule', 'dibontang', 'banting', 'orang']",bulutangkis si bule dibontang banting orang,"['bulutangkis', 'sih', 'bule', 'dibontang', 'banting', 'orang']","['bulutangkis', 'sih', 'bule', 'dibontang', 'banting']","['bulutangkis', 'sih', 'bule', 'dibontang', 'banting']"
80,920,"['bulutangkis', 'sih', 'langgan', 'nyangkut', 'genteng', 'gaada', 'yg', 'ngambil', 'nunggu', 'angin', 'biar', 'kok', 'jatoh']",bulutangkis sih langgan nyangkut genteng gaada yg ngambil nunggu angin biar kok jatoh,"['bulutangkis', 'sih', 'langgan', 'nyangkut', 'genteng', 'gaada', 'yang', 'ngambil', 'nunggu', 'angin', 'biar', 'kok', 'jatoh']","['bulutangkis', 'sih', 'langgan', 'nyangkut', 'genteng', 'gaada', 'ngambil', 'nunggu', 'angin', 'biar', 'kok', 'jatoh']","['bulutangkis', 'sih', 'langgan', 'nyangkut', 'genteng', 'gaada', 'ngambil', 'nunggu', 'angin', 'biar', 'kok', 'jatoh']"
81,930,"['bulutangkis', 'sih', 'yg', 'mesti', 'nyangsang']",bulutangkis sih yg mesti nyangsang,"['bulutangkis', 'sih', 'yang', 'mesti', 'nyangsang']","['bulutangkis', 'sih', 'mesti', 'nyangsang']","['bulutangkis', 'sih', 'mesti', 'nyangsang']"
82,2366,"['bulutangkis', 'tayang', 'jam', 'brp', 'eiike', 'sibuk', 'bingit']",bulutangkis tayang jam brp eiike sibuk bingit,"['bulutangkis', 'tayang', 'jam', 'brp', 'eiike', 'sibuk', 'bingit']","['bulutangkis', 'tayang', 'jam', 'brp', 'eiike', 'sibuk', 'bingit']","['bulutangkis', 'tayang', 'jam', 'brp', 'eiike', 'sibuk', 'bingit']"
83,661,"['bulutangkis', 'tenis', 'meja']",bulutangkis tenis meja,"['bulutangkis', 'tenis', 'meja']","['bulutangkis', 'tenis', 'meja']","['bulutangkis', 'tenis', 'meja']"
84,1198,"['bulutangkis', 'udah', 'olahraga', 'seleb', 'kurun', 'atlet', 'pacar', 'seleb', 'anak', 'konglomerat', 'ehe']",bulutangkis udah olahraga seleb kurun atlet pacar seleb anak konglomerat ehe,"['bulutangkis', 'sudah', 'olahraga', 'seleb', 'kurun', 'atlet', 'pacar', 'seleb', 'anak', 'konglomerat', 'ehe']","['bulutangkis', 'sudah', 'olahraga', 'seleb', 'kurun', 'atlet', 'pacar', 'seleb', 'anak', 'konglomerat', 'ehe']","['bulutangkis', 'sudah', 'olahraga', 'seleb', 'kurun', 'atlet', 'pacar', 'seleb', 'anak', 'konglomerat', 'ehe']"
85,69,"['bulutangkis', 'usia', 'karir', 'bulutangkisnya', 'apri', 'pasang', 'happy', 'retirement', 'kak']",bulutangkis usia karir bulutangkisnya apri pasang happy retirement kak,"['bulutangkis', 'usia', 'karir', 'bulutangkisnya', 'apri', 'pasang', 'happy', 'retirement', 'kak']","['bulutangkis', 'usia', 'karir', 'bulutangkisnya', 'apri', 'pasang', 'happy', 'retirement', 'kak']","['bulutangkis', 'usia', 'karir', 'bulutangkisnya', 'apri', 'pasang', 'happy', 'retirement', 'kak']"
86,31,"['bulutangkis', 'wakanda', 'prestasi', 'tum', 'federasi', 'rendah', 'hati', 'sepakbola', 'wakanda', 'pres']",bulutangkis wakanda prestasi tum federasi rendah hati sepakbola wakanda pres,"['bulutangkis', 'wakanda', 'prestasi', 'tum', 'federasi', 'rendah', 'hati', 'sepakbola', 'wakanda', 'pres']","['bulutangkis', 'wakanda', 'prestasi', 'tum', 'federasi', 'rendah', 'hati', 'sepakbola', 'wakanda', 'pres']","['bulutangkis', 'wakanda', 'prestasi', 'tum', 'federasi', 'rendah', 'hati', 'sepakbola', 'wakanda', 'pres']"
87,49,"['bulutangkis', 'wakanda', 'prestasi', 'tum', 'federasi', 'rendah', 'hati', 'sepakbola', 'wakanda', 'prestasi', 'tum', 'federasi', 'caper']",bulutangkis wakanda prestasi tum federasi rendah hati sepakbola wakanda prestasi tum federasi caper,"['bulutangkis', 'wakanda', 'prestasi', 'tum', 'federasi', 'rendah', 'hati', 'sepakbola', 'wakanda', 'prestasi', 'tum', 'federasi', 'caper']","['bulutangkis', 'wakanda', 'prestasi', 'tum', 'federasi', 'rendah', 'hati', 'sepakbola', 'wakanda', 'prestasi', 'tum', 'federasi', 'caper']","['bulutangkis', 'wakanda', 'prestasi', 'tum', 'federasi', 'rendah', 'hati', 'sepakbola', 'wakanda', 'prestasi', 'tum', 'federasi', 'caper']"
88,2436,"['bulutangkis', 'wkwkwk']",bulutangkis wkwkwk,"['bulutangkis', 'wkwkwk']","['bulutangkis', 'wkwkwk']","['bulutangkis', 'wkwkwk']"
89,1180,"['buset', 'jaehyuuunn', 'gw', 'tinggal', 'nonton', 'bulutangkis', 'bentar', 'woi']",buset jaehyuuunn gw tinggal nonton bulutangkis bentar woi,"['aduh', 'jaehyuuunn', 'saya', 'tinggal', 'nonton', 'bulutangkis', 'sebentar', 'woi']","['aduh', 'jaehyuuunn', 'tinggal', 'nonton', 'bulutangkis', 'sebentar', 'woi']","['aduh', 'jaehyuuunn', 'tinggal', 'nonton', 'bulutangkis', 'sebentar', 'woi']"
